Periods,Chi square (без учета экспозиции),Chi square (с учетом экспозиции),Simulation 0,Simulation 1,Simulation 2,Simulation 3,Simulation 4,Simulation 5,Simulation 6,Simulation 7,Simulation 8,Simulation 9,Simulation 10,Simulation 11,Simulation 12,Simulation 13,Simulation 14,Simulation 15,Simulation 16,Simulation 17,Simulation 18,Simulation 19,Simulation 20,Simulation 21,Simulation 22,Simulation 23,Simulation 24,Simulation 25,Simulation 26,Simulation 27,Simulation 28,Simulation 29,Simulation 30,Simulation 31,Simulation 32,Simulation 33,Simulation 34,Simulation 35,Simulation 36,Simulation 37,Simulation 38,Simulation 39,Simulation 40,Simulation 41,Simulation 42,Simulation 43,Simulation 44,Simulation 45,Simulation 46,Simulation 47,Simulation 48,Simulation 49,Simulation 50,Simulation 51,Simulation 52,Simulation 53,Simulation 54,Simulation 55,Simulation 56,Simulation 57,Simulation 58,Simulation 59,Simulation 60,Simulation 61,Simulation 62,Simulation 63,Simulation 64,Simulation 65,Simulation 66,Simulation 67,Simulation 68,Simulation 69,Simulation 70,Simulation 71,Simulation 72,Simulation 73,Simulation 74,Simulation 75,Simulation 76,Simulation 77,Simulation 78,Simulation 79,Simulation 80,Simulation 81,Simulation 82,Simulation 83,Simulation 84,Simulation 85,Simulation 86,Simulation 87,Simulation 88,Simulation 89,Simulation 90,Simulation 91,Simulation 92,Simulation 93,Simulation 94,Simulation 95,Simulation 96,Simulation 97,Simulation 98,Simulation 99
62897.7167567569,21.059701492537314,21.060765494044553,28.52390397355893,7.426973674369437,18.562861408937675,15.53938482202432,23.494303994897596,24.721100778328964,28.37057304058823,17.122322387409042,20.25026164204365,13.109407343696798,22.191459109274444,14.804018398802144,24.181450646467187,36.17583878803451,23.737965176403787,26.074763304493978,14.724763706874267,11.79567865186807,11.117424251963055,9.119952176835787,13.405489858235146,12.165867461581659,19.82358092748504,13.337690753827957,20.86078557888303,12.290413777775383,15.221261011529494,16.814585713245233,9.941727447114179,11.963845488601853,22.66221942408413,24.967022763682078,12.00971347997786,21.01824504605361,15.912672992055835,27.33590297977967,14.34537382170831,15.85856701068668,25.191846351395093,33.65330101622164,17.232657342626542,13.55668572280152,22.45219439248566,31.26314350850113,19.630733388190205,24.720123070469576,21.64590986975292,51.4830564633221,12.569149136866296,11.946308433270605,19.02179943226566,14.37768097070381,16.280953015149073,17.435191756378053,23.43042262958153,15.937215188827622,10.232510896357041,22.123268634407943,17.556691873735993,18.138939846746982,14.757621984953158,23.175698952623836,16.085395476176682,17.242895349258234,18.301907974004177,22.675588031360995,15.746242987604173,8.226116781541695,20.539590343291483,21.380859678068287,12.93728448475274,20.526155016322427,22.314816531558353,20.11199576870503,50.21430511223056,18.3965667361367,12.16775425497258,9.404414930258385,22.497370259069502,16.420065279058136,23.724566156900636,20.227545406278477,14.904882647868487,15.106886071537282,12.534485414804806,18.161499302260978,25.83291807935349,25.269673268634225,49.74425570745693,27.22224449616536,31.064763248960233,28.9061355421245,17.581486640143268,15.940184993199022,12.885948691342701,12.980900790081016,21.757542905070565,20.37893609859613,24.7261235618887,23.538703902688564
62977.385513513655,22.850746268656717,22.690525609835813,16.345183626055956,17.6623787087061,19.365533873568225,27.971391655780707,19.59997987270004,17.64230820434487,20.757397230739315,11.153077747350466,19.757660338359432,14.585858522391995,19.29878703158679,18.122627810242747,10.148407818997548,23.741781141230756,19.299544660595668,18.79224528207787,16.694093052948773,21.745390584173954,12.477910165758988,21.069266862707273,14.781502279533271,21.214237651423566,15.004645158995556,20.899228096009676,20.522406215640572,21.024568978440303,16.639080333168764,20.615369569825297,25.653069127627184,20.42134571337654,18.561007791221375,12.69450628832119,18.23021787185524,17.00961307042357,26.531607715273974,22.24152658218859,23.78158442173122,12.42564717804826,13.900180571345668,17.552434209877365,21.719261176661043,15.86495884332944,22.59912142607347,24.04695225896494,16.767633409117543,17.114198475619926,22.655169760956774,23.55349836844238,18.456939614684686,15.553591459081252,19.925648150632167,22.776294080744268,23.176912304588384,22.673276618545636,8.562536492289539,16.898692028527186,12.876478117282678,22.276303896397323,25.144898755373244,20.505271426904404,15.637393822234502,20.83452730617211,18.500021632142683,20.227199851438055,16.294558577555424,29.522211245935363,11.479332219727656,35.32346501404623,19.552678496179986,23.833760360780225,22.098427470466408,19.832456728106308,20.141431735920236,30.452403610228956,11.993752428991996,18.724200869909428,22.574369984628905,11.877090639437293,20.410749783827573,15.955353930909192,39.1346838917263,15.402130566417533,25.41476234001422,25.818726824162002,17.292594524037707,17.495265692729564,15.540608669299548,16.910088685968162,24.70167845198943,11.95490717320983,18.930261228681427,25.377693370639268,14.48622406199248,24.04083145736185,15.969404511175687,37.92869379266292,30.27145729104532,13.635364797698879,21.193763919936575,17.12988357669824
63057.05427027041,21.65671641791045,21.68999142266503,22.557856074831314,15.475679273584092,12.190488489824496,13.178823433532713,28.086401439271004,9.585005712285525,17.211896642517864,10.936104660771125,11.124616479539046,23.559730288203077,23.33170300498434,22.325896549168917,22.8189517596229,21.152817740705846,18.622042832330557,14.092311505017546,18.588280465072806,19.211462034611372,12.047514522960993,28.08302242544734,20.566549122518577,23.881344497820027,25.420999638646922,12.715242377174093,22.74866954261573,17.75820193880371,21.19233747016332,17.19965879496099,21.477313048868567,15.071435695098295,27.582248290585955,30.20607361302131,24.974324296624317,13.62683517519697,23.673173498191012,15.726118021754157,13.651636035674933,12.520544043176846,14.540222131297119,14.29753925596129,24.570119155974773,6.770289150547947,23.51557925433196,21.509530245832483,21.62565672644035,21.88804757123676,29.092317289175988,18.79253184672643,20.530377529425273,6.307361151924192,21.324354689258833,13.833217294684934,15.5400322368589,11.620006645701904,21.382676694029072,23.453495659621694,8.940730841636219,17.98144577015625,24.631408988317727,18.367097448439434,18.73722562914798,6.342897520871974,19.906046526760626,17.01750735396508,13.53282845058665,22.721817103678664,17.62402958865127,18.66383656920033,25.029401961853175,24.498351157763352,11.99256953235782,12.999932093717316,7.526086438301579,34.416248172810974,21.489097227313884,25.358407156131996,26.82344293686075,18.200487294545987,16.17451585143489,15.756863947467446,27.521320165584775,12.442981644104949,26.659698883746074,22.82299855433148,22.172079370137276,12.60049695776645,10.82638727409791,39.235425495235994,17.637209443461956,23.757284153205617,19.56012189975898,21.398554950998566,31.88323317441938,17.3826663520894,28.69800010076592,28.49681849684688,18.111097961994023,28.1068826806631,13.004166243589287,8.388366153946397
63136.72302702717,16.283582089552237,15.960887250160237,28.952809819863887,12.586205594168849,18.102746715072538,12.097740259138078,14.79629834991605,13.36683721177905,23.7874723391992,13.397996801339044,28.15450826528634,32.51664370572332,14.036263391870564,12.621979311153812,24.080596087612886,19.968083304098286,17.05286378551402,19.459529797593813,19.79698790791879,11.267662710593346,26.599749917565727,20.41896060009551,14.73535845748189,30.23879285434371,14.074208219847407,15.945744979722265,23.005309350542234,15.945298145549188,21.911786418801423,22.298995068995062,20.571960943479667,15.42386328525756,10.423453282539754,13.258040352109738,13.426141609919117,8.992355933458116,30.78862284611705,17.546813372041452,22.34010219171394,19.870515425253256,19.682143286401587,11.975118278163546,17.242961173310142,23.35250172225266,15.011709352003122,11.996684683956362,14.722282189231384,13.4834374819363,12.861077340700403,26.10976251565706,17.887265325839117,15.669350541708747,16.844101774805743,11.02210408615456,23.155180935784163,13.410716889833632,22.808010537020696,18.58076334014174,17.965839916335124,15.144557699055428,23.938229086009873,15.843607295146807,13.096943605494584,27.088919491106104,15.298350901489162,23.710986906106417,16.919124464631583,10.296726129401849,8.95849212866615,21.382267334745574,25.745756416858296,23.11932665892366,21.268439637449774,19.890503491928104,17.795208762656262,16.04080670455407,9.081205098773676,12.931812812149614,22.697162501611086,12.76979767583071,8.674876907442483,19.421446453012816,22.618707887679676,15.238640121434395,21.50758681123081,18.57771439480455,38.32188245215859,14.82299170505175,16.19076284274875,9.209337821828537,20.96800829861097,38.90799693820348,19.119665166434842,18.81091164553106,22.525738924776547,16.681790912076256,19.870702361657923,13.04146111935287,14.680155819600579,23.473980946611817,15.110819925491853,17.732006842806275
63216.391783783925,13.298507462686565,12.912488658377125,17.11194263717038,15.776898717931877,31.591761211207235,24.474294006555738,16.299155977298334,12.648279075965698,17.497530637692122,14.282876510555184,11.841878750341957,17.203331822791604,17.020350842140584,21.63527570834303,16.885986477416537,15.267564063966283,10.415101111474092,30.48400017061383,15.851552165910364,16.318444525362242,17.083300925489,20.36528958762444,16.390817176180192,22.11700086605498,13.999352488246895,44.09402110548427,7.520238191528645,22.682693609340667,19.484681115678995,20.42896213402455,12.771905038655419,14.638180059556683,10.726360079714466,25.07463207444637,17.916446469871794,17.702616980835415,18.298703020197475,24.5080861850364,11.98721595102197,12.849541205356555,14.372606360216446,16.724579607168767,21.100833872626506,15.706814376751545,16.271759648106737,27.1907163684489,14.201044415513516,24.42840504880943,9.545553136291936,28.302037533361165,20.67868408103994,21.540583152135973,24.45494344546129,9.989302395044712,23.729273392609215,23.021456925524593,21.020182859600308,23.04543215597209,11.99208389921498,21.017651650257456,22.113161228395125,25.368264761866136,16.286872759637944,20.894466327663082,16.491317812910015,14.103787859742337,16.089176959133216,29.012456980312184,16.552738162258617,24.866825203383062,19.93528913365018,14.329807091374866,18.260035243884644,21.173115934592055,15.587485240350452,21.474433242575078,8.29007718496309,19.919255049397425,18.44748137501539,31.05975218948742,25.07932076804395,25.312005357875044,11.163144124455636,14.683485471061031,21.540239327819002,14.605796575246023,41.953977332690215,28.915189632624447,14.887934975416231,8.146646191655961,21.073253557986423,15.354892473946151,18.524028016264378,19.07888596503735,12.566505728890894,15.102502626086254,36.8183615287757,31.557275344449952,25.65505067861149,18.551453641021805,12.089215363453363,19.170929406073448
63296.06054054068,24.641791044776124,24.511848647887525,17.532650698551873,14.205935434897707,17.80337877529413,15.35162105790843,10.196598669803777,18.184792340725345,18.52801074272709,13.167576175664742,21.984279389302817,23.4841986581034,12.982122919443494,36.87307399938874,16.3160237503133,19.151289195352923,19.67125495834082,14.263519462708883,19.444577942358112,28.783989169260284,21.06835021817084,15.103128477337368,29.33407741906987,17.595637139645675,19.139558299428238,25.19303138243449,4.6470748728780045,13.919123767402313,22.218843577280367,10.578943434920992,21.717002881200347,11.250867543121855,31.928752494940507,21.05463049014994,20.351760250659037,18.819464216593754,14.398507260375315,19.033991066649893,10.689733775630149,19.66756354321442,23.563217619483275,25.784427454380364,17.76079524455353,18.43268991196399,23.71852235667098,13.059951127891466,12.169053934072094,21.271459083542148,16.259025854061598,17.002698679727075,13.915697786715263,14.826888997993446,17.271008699923424,18.291545605331937,11.871439294330917,31.709512612582202,22.23549295423243,21.823801610398483,23.517525827462073,16.162880478502068,17.170689597125147,15.366095565547209,16.44966447861301,21.605958381284186,24.354162463607974,13.5762771213166,18.895164752887215,16.501082050129344,15.952249536728324,16.946749868911702,12.175053792955627,23.080512952437346,28.36404736077168,11.25973817336693,11.717556957055008,25.362153474377767,20.162759462698173,16.861224542476744,16.555777560121083,14.402910883154448,28.588087158898148,14.533100243053065,17.532162442954057,32.5209236443494,19.882639929778172,14.400608789301625,23.73359216500054,10.204675528293954,17.140473614709986,18.228168036834706,16.110725808823496,11.892066555569622,30.929520816482054,25.93337473663349,14.190483046308369,20.160506645425205,11.70858848328648,30.275454698233425,17.67774766140529,9.121898676731238,14.824772395480656,16.66373893908749
63375.72929729744,24.044776119402986,22.215275135113682,30.523447857136823,15.172039813837245,33.21106533926223,18.320398388781538,8.924100409823202,17.667837663660613,13.17869129211413,19.398385367784506,12.470441801714609,23.405763522214265,17.63427380960005,19.107058660396245,13.548507154394086,31.52472945594668,19.372168573648278,31.899160651331105,28.443677214032878,21.229064118135135,24.201927887496865,12.032602292008901,16.10944871013167,11.278113238044462,15.198349347343148,17.779616818855974,14.819469339394262,35.86258781552899,19.240369336640025,14.932614524130846,17.469085044684284,21.30782853622949,14.327594490940472,18.585301276713498,13.255767377011365,30.760422428399238,12.598643298367588,28.359224521357593,18.371835927156216,23.425303427658733,16.022330375648984,19.316723596841882,14.619532203950131,19.231875403537245,22.356767231097194,13.648078102803723,13.017523877487372,23.034029386558966,17.699697857500382,23.440151992401773,20.50891474183004,19.15682947720358,22.792374496599106,14.428800946585538,16.918438759255327,26.083636520829042,20.545949864582976,11.19851090381287,30.34201927724973,32.46980963789475,26.84039523962527,23.21880500574743,16.497806665980917,18.58440123984206,24.888196279899496,18.23395123200203,24.227147403654815,19.52373968108948,28.4589187512604,13.371664007733704,15.649705816518575,21.608530687982256,19.763283761924395,16.45847234690141,22.293203293026714,16.10769754337743,21.141116319961892,19.019275940784645,14.563904304818497,13.491612328338354,20.970240388672153,17.040891229196593,19.907142914385375,14.807723379315878,17.111891481099132,13.997614302090142,10.721340004321988,20.09053508240795,23.221281158275723,22.03321595688831,19.247773808342483,20.14335443448905,17.462416431426536,31.646659984337347,14.345519092278632,26.50933383530459,19.32193180589762,16.642661497623454,17.01933375823429,19.241466765874222,18.99080728225247,23.042558481417817
63455.398054054196,10.910447761194026,11.527990991760989,11.309416770608387,17.43951453855453,17.535102757971643,24.725741915783544,23.144087660035787,31.042583667372707,19.00485925941648,21.694895321907122,16.687764052924205,14.084164725206048,33.84710377023737,11.592216487310056,26.435662757960827,12.099169652614679,16.47003041965072,33.95907878554213,25.360625277511172,22.60605338999855,16.745547571545796,19.207521967447946,20.06379397275348,40.29675138414308,13.677200146481386,21.690207662580754,16.7644527777023,24.359746539741604,28.23982114909485,17.073304408832787,15.895175001567985,24.50798628863972,32.575711349595146,12.017553419188605,26.610538448876635,13.567633070161731,15.24525060608819,24.402986088779443,13.336872719195082,16.67078773757312,19.82660000845347,17.02724159802106,16.629181716178408,35.12697806670869,12.945750142953873,16.563053908096446,20.383925465306966,16.250069225486623,21.871173854977485,11.825990315454488,18.42594018930995,20.951540185637306,22.144626563071117,25.74413291398149,14.581106629937935,15.72756782920046,18.012901078036663,34.38215716160307,13.86600001401509,16.774476421979706,15.100156452884576,20.540867115889814,19.943982534507708,16.289262545536033,22.20232557262636,15.476512151642929,18.020451490602333,23.382635886368167,19.40190852392503,14.455396820189092,19.809544642742885,29.29310771731089,26.918119394802297,22.070906032807148,15.016100926289745,20.756053944035227,22.018152122905125,29.03543009928468,24.310180865033278,13.242691962277988,24.48284181420166,22.158512459028714,10.271405780857954,15.513880028182609,13.233073756743261,20.7970749903085,17.966229634119983,13.994926061331132,8.025891505991066,19.836103621314663,22.786265004967483,25.60820449873733,10.87395907638037,18.249328434207893,19.917314694423375,16.863727837970316,17.884805581103606,26.005882214784624,12.692283306584692,19.54529785520106,17.356171010467637,17.836788676784078
